pais,coords,region,urban,id
Germany,"[97.52820124669262, -86.96018179833176]",London,False,location_HOL4IX1KYS
USA,"[48.698679972843706, -18.146748093151416]",California,False,location_RTN2MPOL27
USA,"[-148.9866047095164, -1.7273604827571205]",Ontario,False,location_VDAX92SYCC
UK,"[-87.79414067113703, 18.143430674544575]",Ontario,False,location_4HOLVGVABI
Germany,"[121.4830564237975, 89.40099565440377]",Bavaria,True,location_BYWRKAQXJ5
UK,"[88.55887602303, 36.344797671699055]",Bavaria,False,location_J0GJPNG7HT
France,"[64.47202245770751, 18.977788863292005]",Ontario,False,location_4MKSFNLL6A
USA,"[-5.919094883758305, 13.233843023025784]",Ontario,False,location_JVSYICBS7D
Canada,"[-18.42035659968431, -18.590117460985468]",Île-de-France,True,location_Z7REGD48V2
UK,"[163.48973511888317, 25.49447247988431]",Baja California,True,location_IFSMHEPXW7
UK,"[59.40750653383813, 80.28749232998553]",London,False,location_N4482HS0JQ
USA,"[-134.9705835936942, 16.254462190699783]",California,True,location_KJJXKAH1F6
France,"[-6.5514000136264485, -12.20690865010107]",Baja California,False,location_C6WVGBSZT7
France,"[-75.49779958797258, 46.937075946371465]",Ontario,False,location_FZ6RVFUJ3D
France,"[35.51430959908507, 61.96818473650913]",Baja California,True,location_817539UUPU
France,"[-83.9915246521682, 55.42149947864607]",California,True,location_XFDKA32F2F
UK,"[13.514901942573715, 76.98850629498051]",London,False,location_NS20DV25QO
Mexico,"[-143.70477908715685, -63.111670337208366]",Île-de-France,False,location_UB9GJ2DPDL
France,"[118.22301862408278, 70.083930312977]",London,True,location_LI5SQ79CA9
Mexico,"[96.8608329952479, 62.590813941087674]",California,False,location_400I9UXMCO
UK,"[104.61484288652554, -27.508250290370206]",Bavaria,False,location_CIJZM9T43F
Germany,"[-96.9132005453259, 35.896968435894024]",California,True,location_WC58CYMYGZ
USA,"[-6.384377545520351, -41.964752703807996]",London,True,location_0E8UXG4WVO
France,"[-145.5893062648495, -78.77973637868004]",Baja California,False,location_1YZ84WPA78
Mexico,"[177.26664638982749, 75.17119367470562]",Bavaria,True,location_TC7HBYC1HF
Mexico,"[-152.04743358249615, -4.164449235906389]",California,True,location_FQMYV27R0D
Canada,"[47.99422950668469, 66.79708026307301]",London,False,location_7INZF7OXH8
USA,"[100.07057741068365, 31.717523115029948]",Baja California,False,location_WRF5XG3VRR
Mexico,"[64.34019382783248, 38.42583542843681]",Bavaria,False,location_MYJHGXH93J
Canada,"[169.53858413113488, -30.21197828296723]",London,True,location_47Q35B9YAK
Mexico,"[72.38630671590812, -86.4648168843724]",London,False,location_S2K0FIDFG1
France,"[-74.86113846010096, 43.46914156909074]",Bavaria,False,location_NU3C75KD1C
Germany,"[-60.91176511381535, -43.62341799542436]",London,True,location_HM5SLY8P17
USA,"[-44.47049043113071, -76.11402071113513]",London,True,location_HD1BFHV32O
UK,"[151.3693003254271, -78.85391853334795]",Île-de-France,True,location_2G9DEEJ4GD
USA,"[133.3894584951509, -54.63048160459368]",California,False,location_ONWANPDTJJ
Mexico,"[35.91548139178903, -43.19158080716668]",California,False,location_YM3MU8ZUW8
Canada,"[-152.6229602734285, -57.93135107247535]",London,False,location_59OPTXQFG6
Mexico,"[-107.63259211240755, 60.564888331994894]",Baja California,True,location_548NPBIRA3
France,"[-92.42964158238722, 31.89822050043749]",London,True,location_TBXFKFAPLL
Germany,"[22.493145054275573, 4.395353974205364]",Île-de-France,True,location_F85ZUZJ2FK
UK,"[97.98569271787255, -35.13086747930264]",London,True,location_GULLNG25DO
USA,"[98.34058243883214, 38.029956480150304]",California,False,location_EO224LZ8V3
USA,"[79.30419334050015, -40.409848199923374]",Ontario,False,location_RGAPEEFKM5
France,"[148.3638549208893, 81.39053980313278]",Ontario,False,location_1U9ROZLM81
Germany,"[44.083627321528354, 50.35970011736512]",Baja California,True,location_7H4FIST2T5
France,"[178.36252449836968, 72.71503587762007]",Ontario,False,location_D7KLH7JJ0N
France,"[-161.53103351389433, 13.683066191018824]",Bavaria,True,location_3AWA5ATSQC
USA,"[85.71732624869685, -61.45602077162539]",London,False,location_TQ85U2R7BT
USA,"[123.6760571918756, -34.62789892800824]",California,True,location_9TWNMZTR6L
Mexico,"[30.26981198018919, 25.226236210179607]",Île-de-France,False,location_OGCF8HD54Y
France,"[75.44509584090511, 20.100665901853702]",London,False,location_1V1RWCQ03U
Germany,"[-171.02172686489496, -16.549616749024338]",Île-de-France,False,location_KH7J0DA5BH
UK,"[140.528541226374, -69.58276050060908]",Ontario,False,location_G41FG4ET3D
Germany,"[156.63320828206417, -47.0726454101868]",London,False,location_HADHQXCMCM
UK,"[-66.72152551772434, 87.49757814085322]",London,True,location_J5SBDB684A
Mexico,"[30.876318705589597, 33.100309355637506]",Baja California,True,location_0Y6PFMAQ8V
UK,"[-114.69771687696556, 32.879210570729825]",California,False,location_FEOCMX4C5W
Canada,"[-108.88382448729269, -17.06648702418873]",Bavaria,True,location_SKT0MDCLQJ
Mexico,"[-142.921860194805, 54.180056116559115]",Île-de-France,True,location_4A8G1LM0B4
Canada,"[28.22437150031709, 70.87761716393945]",Île-de-France,False,location_NPCKERN1MV
France,"[-15.322465737364126, 73.07775424721976]",Baja California,True,location_O8ADFSIP2E
Mexico,"[5.168917725361581, -86.09631907201012]",California,False,location_GMM5891IH9
USA,"[-41.53487408722978, -72.77258602995585]",Île-de-France,False,location_17B3WPWR6U
France,"[-129.96074967330247, 18.8359981583626]",Bavaria,False,location_JMRJPOGC8G
Mexico,"[88.66755896920915, -87.07429632938862]",London,False,location_HMBSJQVYM7
Germany,"[-165.07684068037503, 74.14287259354265]",Baja California,True,location_VCA26RS3ZU
Canada,"[-117.28633869182325, 56.941899233923635]",California,True,location_KRJUMB89BK
France,"[-169.5920929285141, -11.67973481340816]",Baja California,False,location_0T5S4N9A80
UK,"[115.09868162148001, 88.35892252512431]",California,False,location_Q9S4B487XY
Mexico,"[124.89783297069351, 87.09342169334673]",Île-de-France,True,location_DBRN7T3TH9
USA,"[-41.98469734524039, -67.16172489784091]",Bavaria,False,location_6GW61JXEFC
Germany,"[106.30843564418035, 41.014743202024164]",Baja California,True,location_O4BU0EDAK3
Germany,"[31.448669731774146, 33.65188815096643]",Baja California,False,location_GXYJH3Y50C
USA,"[-130.30637821882337, 83.99942154034784]",California,False,location_KHA34X9UIP
Germany,"[81.65797264264353, -34.23924642856386]",London,False,location_IRAFWPUMJT
Germany,"[-21.350308330931, -14.46932587735023]",London,False,location_RSBXFPZDSX
UK,"[-60.395133207019114, 54.69530500370291]",Île-de-France,True,location_03AU4UGP3C
Mexico,"[-68.65888322907108, 26.907980127794005]",Ontario,True,location_STUSHIYUMV
Canada,"[-160.9008450513147, -73.49906612946056]",Île-de-France,True,location_QDH2LCHW7F
UK,"[68.67585995541913, -76.04003580004304]",Bavaria,True,location_KNOF98QH0B
Mexico,"[-4.466545175473499, -4.9873728546694736]",California,False,location_G0ZMK4BS6Y
Canada,"[18.865558933877395, -69.99801582995546]",California,True,location_XR1NOYMMSG
Canada,"[105.60116328493535, 48.62520954402362]",Baja California,True,location_NWDBUXRH7G
UK,"[-151.59557990473664, 54.96616715031104]",London,False,location_1VYDLTGEHG
Mexico,"[137.78223184244126, 0.14012415511274412]",London,True,location_VYEJ4UM8HY
Canada,"[-12.66751118916028, 40.36170449608221]",London,False,location_E6P05AT7GO
Canada,"[77.70774027611702, -58.4478214113596]",Île-de-France,False,location_BHDXICJ62L
Mexico,"[-159.0131749209446, 5.220745431106053]",London,False,location_CABV8PVYGK
Canada,"[-48.903424130216536, 73.74627531606285]",Baja California,True,location_FW31U91C7V
Germany,"[-86.33269859435168, -50.54066514333167]",California,True,location_OC6I63N282
Germany,"[66.54246914576811, 63.04534155487866]",Île-de-France,False,location_LU75C4OFSF
France,"[72.80567004879319, 72.72120892345066]",Baja California,False,location_0AFT3DHC4L
Mexico,"[-37.14586523789828, 52.644217112069526]",Bavaria,False,location_6T333A19UU
Canada,"[-140.5719967132762, -43.52136675711694]",Bavaria,True,location_87JNVC4MUF
Canada,"[151.90291709627735, 51.569314166185166]",Bavaria,False,location_ZHRJENAN2N
Mexico,"[105.00962131130046, -45.71589886738977]",Ontario,True,location_0TCIDABPNA
Canada,"[-140.8389151102898, -14.581330749637715]",Bavaria,True,location_UJSHU0STJK
Canada,"[-175.2504654923616, 62.72289027614423]",Ontario,True,location_EQ0UM6U4DD
France,"[-48.99875927246208, 23.170279771853558]",California,True,location_607VUN04XC
UK,"[94.88354651608643, -64.70459921664707]",Baja California,True,location_JL8T36O56V
Germany,"[91.20160254443556, 66.87651629545968]",London,False,location_DYP5BL25UN
UK,"[-169.52536867625153, 18.223939169295633]",Ontario,False,location_Z2FN61GLG9
Germany,"[117.28120048482532, 9.073311553641375]",London,False,location_Q57YBPVCJQ
USA,"[-120.69980656385943, 69.11675699431026]",Ontario,True,location_TW0N1CEMD6
UK,"[-38.67731792001695, 34.90443159979823]",Bavaria,False,location_EHE8VEBB1R
Germany,"[-106.98471726363988, 77.6245029343981]",California,True,location_9TD0RR4JQS
France,"[25.586902173451705, -65.99218560380899]",Île-de-France,False,location_QJEZ1TDOE2
Mexico,"[12.462460120859959, -73.44437315346451]",Île-de-France,True,location_MS4OZV283J
USA,"[-80.39651563504633, -72.33762108661784]",Baja California,True,location_8YOU305TCX
USA,"[140.33232254211447, 36.25723648667062]",London,False,location_MZO7RLCJV1
France,"[158.90533504587995, 43.031033175738344]",California,False,location_MMAEN8XZWL
Germany,"[-152.7766103001279, 61.79342556166574]",Bavaria,True,location_TDH9QAX7E0
France,"[-84.4926036873528, 14.781930240813097]",London,False,location_6374ZNT48Y
Canada,"[-141.78704698768271, 45.75891794289362]",Île-de-France,True,location_0KN7D4N2JE
USA,"[-102.98742021240722, 22.578023850386955]",Bavaria,False,location_SZGXVFUB8F
Germany,"[-97.78629637379703, 38.42104671203617]",Île-de-France,True,location_X1Y3MULLTP
Germany,"[-74.01611877930095, -37.153444413757164]",Baja California,True,location_HNZ1UHD4N3
USA,"[-24.718607956732626, 5.94131762292929]",Baja California,False,location_3SHDMBUB3R
Germany,"[-137.0450338578369, -38.26008473928286]",Ontario,True,location_UI85ESPTZY
France,"[-20.307951852211204, 20.69236825041159]",Baja California,True,location_AUFUM32OP8
UK,"[-132.9963066945109, -70.51141317326082]",Bavaria,False,location_KHOXS9P64S
USA,"[41.02700727473285, -24.65856950225958]",London,False,location_H8NYCFLXRL
France,"[10.017174662941983, 51.21120075196768]",Baja California,False,location_Z5USUE2LSP
UK,"[-15.58253411435743, -53.117159622774814]",Île-de-France,True,location_20WKE3F65N
USA,"[-106.8222211246787, 71.3148056176806]",California,True,location_MVN1M0XJ21
UK,"[-86.71989827580583, -22.450778047000085]",London,True,location_2NWYQSTNA3
USA,"[-105.13942783758453, -18.285190022512126]",London,False,location_TCE087954B
Mexico,"[121.75500931597833, -15.385463999247051]",Bavaria,False,location_GGB2X3MWJI
UK,"[-162.05900362136262, 84.26008368982104]",California,False,location_STWFYYFJFB
Mexico,"[162.7383347078346, -52.72772766202]",Île-de-France,False,location_T3NY08H2BL
Germany,"[155.03082626987435, 44.969350135313306]",Île-de-France,True,location_5W6GFNSLZ8
France,"[-4.937635933827977, -10.955527451551475]",Île-de-France,True,location_R0O8WUPA14
USA,"[129.0859410255133, 14.054977358465038]",Île-de-France,True,location_1ARRU1RN24
France,"[31.340578300427637, -12.478926789614704]",Île-de-France,True,location_9XVN7ADN60
USA,"[-175.98975936974927, -32.5824911452412]",Bavaria,True,location_DWKUFDJMO1
Germany,"[22.91387406341093, -12.047729235358958]",Île-de-France,False,location_QKE82VVHUG
UK,"[112.056773062378, 11.213198606154904]",Ontario,False,location_T8FZ6D5VXI
Canada,"[17.59539592468971, 81.63672087199973]",Ontario,False,location_GVW0DH6J5I
Canada,"[68.1250718515268, 37.89887165417076]",California,False,location_LZGVMBX3UM
France,"[-29.78718731155476, 57.8599262075075]",California,False,location_AKNHNKKQZ9
France,"[141.0082663914755, 77.37621423978922]",Ontario,False,location_WDL50FLZSS
USA,"[-179.62922678850106, -47.912952564666796]",Baja California,True,location_RMQJC8RN57
UK,"[-109.05746961267569, -25.39480666074863]",London,False,location_3RQ5O2HDF5
Canada,"[-115.9910972505031, 78.8720122247507]",Ontario,False,location_76FVXMAPH5
France,"[84.7201875038325, -0.9317661728160687]",London,False,location_EK7HVQFXCH
Germany,"[102.02372478609198, -80.88319170150844]",California,False,location_4IF3B3NR49
Germany,"[86.92507731495363, 75.10842641879279]",Ontario,False,location_TTDWTRTJYL
Mexico,"[-161.3759495915058, -17.927810013342295]",Île-de-France,False,location_RSVRS2WQPS
France,"[151.03338514396734, 44.78961307478289]",California,True,location_KBVIZJNDB8
Germany,"[164.84964175851633, -84.28879748015271]",London,True,location_BDC775X4VP
Germany,"[-137.1574452533896, 42.44155357668558]",California,True,location_9X7JKG5VD3
UK,"[40.01214579206365, -14.065561223692342]",Bavaria,True,location_SKQI0ZBCR5
Mexico,"[104.41586726147727, 80.32994405987773]",Baja California,False,location_X5QF4AD277
Mexico,"[98.3899583464808, -1.0385502189115527]",Ontario,False,location_3X5HTGFDSZ
UK,"[55.47476628977114, -25.832651159792206]",London,False,location_NQT6M4NQFG
UK,"[82.31056230080088, -49.96436882574349]",California,True,location_87OPRDU2YO
USA,"[-86.84388856491184, -52.298743508337665]",California,False,location_XPAWF2FGT4
Mexico,"[60.93779093980797, 38.23298363363776]",London,False,location_JHFM7KD7RL
France,"[-160.28527531285278, -62.506572900250575]",California,False,location_Y52VJOD2S4
Mexico,"[-39.54605116466698, 1.4846100971606973]",Île-de-France,False,location_6DK9NSZU6S
France,"[142.2648631122089, 27.990391867822964]",Baja California,False,location_RQILPFUT8L
France,"[122.74190499676808, 86.1779052743249]",Bavaria,True,location_5VSVLLDDD8
Mexico,"[63.21749353361622, 9.923754833862361]",Bavaria,False,location_9WZ3FLPC1C
UK,"[154.30988148617695, 15.797126634515806]",Ontario,False,location_CUS594LX0J
UK,"[-84.77754832818165, 5.9323971788966645]",Bavaria,True,location_830OYYQBAZ
Mexico,"[147.14275926227748, -18.692313654713118]",Île-de-France,True,location_L3JBKL9EBJ
Mexico,"[167.11930527710228, -68.27157011304475]",Bavaria,True,location_1JEFYUUT4E
Mexico,"[105.17103257759214, 76.62521977670707]",California,True,location_IZ4HL3XTFN
Mexico,"[33.406492260063004, 3.560673102098619]",Ontario,False,location_EDLNC4QWNS
Canada,"[79.57739840128335, -29.248301878432272]",Bavaria,False,location_9VC9B35J5Q
USA,"[-99.9072404988207, -62.77402740450136]",London,True,location_8EAR470DDX
Germany,"[-130.58025593444518, -26.86903139401887]",Île-de-France,True,location_VQXGTVIL7P
USA,"[-159.77915621324988, 4.011737244034734]",Ontario,False,location_BUASUQOJSL
UK,"[119.16256515450021, -26.360609991272284]",Baja California,False,location_NAQEOUZPJ1
Canada,"[3.8354577796594924, 20.11598873658852]",Ontario,True,location_ZPBL6K8TKD
Germany,"[169.84952438561714, -6.07848202926651]",California,False,location_HDT9LRW6YR
USA,"[56.69971870379521, -43.41226405875733]",California,True,location_Q0BQVZUK22
UK,"[0.14409370449166659, -73.32299377030965]",Ontario,True,location_V9U1CDTTRF
Mexico,"[154.93017225021742, 57.69159884629855]",California,False,location_S1W2VMXRSG
France,"[-7.252255971736588, 52.73493437085273]",London,True,location_B58TZKIMAY
Mexico,"[-23.0029583928941, 49.38316033715341]",California,True,location_1QAK45IMVK
Germany,"[22.96550302106897, 54.60742317673078]",Ontario,False,location_KBWZ441P4O
Germany,"[70.11412597045293, 82.33227910831752]",Baja California,False,location_BI0DFG5QWX
Mexico,"[16.372975676369407, -24.755058460810318]",Bavaria,False,location_DMAFWVXA2C
USA,"[-73.4272999242706, 39.77439097624767]",California,False,location_OHHE81I52E
USA,"[24.63654380720834, -5.7002212148525615]",Baja California,True,location_3QN4Y4F1QX
UK,"[-78.98253716518533, 14.449945717027006]",London,False,location_TVYDOURFVL
UK,"[116.93712624816771, -54.8279785548012]",Île-de-France,True,location_FEOWMILENL
Canada,"[99.29642859362411, -76.26119445623026]",Île-de-France,True,location_PDZLK7VXDC
Mexico,"[-114.55482862514361, -38.3653887108835]",Bavaria,False,location_W5197KBJJN
Germany,"[-29.610017122794005, -56.59418059142381]",Baja California,False,location_VBIRZDR6P4
UK,"[-22.08409216177307, 20.69130517326056]",London,True,location_W8WTX8L6LB
UK,"[138.46353663805723, 23.06500228242875]",Ontario,False,location_B0FDF0F0PI
UK,"[-89.94816232688866, -43.79677245423031]",London,True,location_32SE6Q36U4
France,"[56.85069955009118, -43.94355884973933]",Bavaria,False,location_9OU3CC756X
Canada,"[114.39053391686741, -73.99713623605484]",Baja California,True,location_39Z2B4H7F7
France,"[127.46434302730512, -34.1388223412749]",Baja California,True,location_GLL2GMEFK4
Canada,"[48.167257828419736, 34.66131082011138]",Île-de-France,False,location_GAQL1ZIXPE
Germany,"[7.529707575796806, 84.06299641510364]",California,True,location_ZMD7YGZHRS
France,"[179.88118307295008, 16.767718165597103]",London,True,location_20KOXQU513
Mexico,"[-109.2391072606967, -53.99694270474063]",Baja California,False,location_TBHTE8H312
Germany,"[38.32654709274374, -72.55879042630757]",Bavaria,False,location_EZW5AAEE2Q
Mexico,"[122.97362329799063, -8.65228345256483]",Île-de-France,False,location_MVOMR8869M
Germany,"[-0.2735322668795277, -28.913780016030834]",London,False,location_QHAD53R0IZ
Mexico,"[-168.04532915477063, 57.13867322617659]",Ontario,False,location_2VYHWIN4GJ
France,"[-127.98817965997216, -54.843896254911485]",Bavaria,False,location_YO6IOLNW6D
Canada,"[70.88345542430815, -41.61720661316873]",Baja California,False,location_W8VF4FVR6J
Canada,"[-138.8816936956959, -7.262045452044887]",Île-de-France,True,location_P5Q40BGXH3
Mexico,"[6.878896524395287, 67.46557706278188]",Bavaria,False,location_P133119JUE
Canada,"[35.77874695687859, 72.821033257886]",Île-de-France,True,location_YZRYOMJPQD
France,"[-156.25692629160835, 77.80086034899989]",Ontario,True,location_FMP38STZLL
Mexico,"[115.31122438287144, 65.0265337310785]",Baja California,True,location_KB8P18458Q
Canada,"[87.29821575245353, 38.61580047909584]",Baja California,False,location_PFUWWES54E
Germany,"[-129.26065247604285, 60.91418785266279]",Baja California,False,location_CZZGC8W7Z8
USA,"[-30.80751422737538, 47.769742981472774]",California,True,location_K231UNPZMK
France,"[131.38887854201744, 52.782212499061416]",Bavaria,True,location_4FM0WBFKDY
UK,"[-41.71404344282908, 57.4921467566154]",Ontario,False,location_G4YW4L4YF8
Canada,"[157.13539601692275, -45.906181029709586]",California,False,location_W6CNXGE9Y3
USA,"[120.08828494981509, -34.40801415328342]",Bavaria,False,location_0YWA4ZI36Q
Canada,"[-30.727672377325433, 39.339867995161256]",Ontario,True,location_QWG1UKBN7J
USA,"[-119.4822500818538, -59.86687060273056]",London,True,location_11JO7XS6P5
Mexico,"[-98.19636066714833, -66.11129920387756]",London,True,location_IXL2WACOLW
Mexico,"[20.55391212258928, -23.57611281797402]",Baja California,False,location_A52JV2KZ4I
Mexico,"[-29.104467542769868, 87.79227899635208]",Baja California,True,location_RZNFN2TFY6
Mexico,"[156.86746086097537, 80.94446243450338]",London,True,location_RR9TCKBATZ
Canada,"[51.04140116893561, 57.9631821806378]",Ontario,True,location_7XYJME00ZM
UK,"[-93.11447533835897, 85.59577097258293]",Bavaria,False,location_U09C4UQHDM
Canada,"[-130.20376571471274, 68.17473754110694]",Île-de-France,True,location_8XGMKWZ6L5
Mexico,"[10.87882021416965, -33.500076225322296]",Ontario,False,location_7OLAYKF9T0
USA,"[-146.90849026194576, -71.28777269099305]",Île-de-France,False,location_TXBN7UVN06
Canada,"[-128.38075843075748, -57.23194025424537]",London,True,location_DSVOCSMWKN
Germany,"[-132.17017984263327, -13.160524466579886]",Baja California,False,location_PYERDUGGJK
USA,"[-134.5008857784486, 25.658635192050397]",Baja California,False,location_03UCC74O3R
Mexico,"[-128.51794508789476, -74.77213308243125]",London,False,location_OD62MY494Z
Canada,"[178.4679938699618, 88.28954085863208]",Île-de-France,False,location_5O9R1RNLCI
Canada,"[-26.738599506697483, 0.5614210314328005]",California,False,location_NOFKTP0I22
France,"[-162.79504206702202, -81.68634828349941]",Île-de-France,True,location_9535B5CQ7A
Germany,"[-139.02876998197067, 62.553079864259274]",Ontario,False,location_5Z278D10V7
USA,"[80.13163757179831, -44.90792668641739]",Bavaria,False,location_IBS2LAW09N
Mexico,"[68.09761185239626, -67.22043226634426]",London,True,location_N1WIR1MKEW
UK,"[-83.62860341992105, -22.346851379542798]",Bavaria,True,location_12OZ8ALO37
France,"[61.23484944083964, 21.094099051270106]",Ontario,True,location_JYE2V5LNQ8
France,"[-133.7405176733473, -24.381862377074924]",Ontario,True,location_R8WZYO59I7
Mexico,"[-88.84193078799105, -67.7375384684492]",Baja California,False,location_H144XQC20Q
Germany,"[-45.463953665888766, 64.01511855939319]",Baja California,True,location_A4EZB18XUJ
France,"[-158.7204593898911, 58.346781016519486]",London,True,location_2FRMFGXL4R
UK,"[-81.97314368611258, 29.95648437369924]",California,True,location_4J02TG7TLZ
UK,"[0.5650111514218565, -5.888027070406238]",Île-de-France,True,location_35BPT7F5ND
UK,"[35.93985160745672, -8.953222648018496]",Île-de-France,False,location_ORUSZ111P6
Germany,"[-115.82010390134818, 65.79383756886432]",California,False,location_I06GUCR789
Canada,"[-161.60730061019888, -84.61876193749627]",California,False,location_2CPW1AOPVK
UK,"[112.84717785695801, 20.495509014629377]",Ontario,False,location_TK5241VDVW
Mexico,"[65.21344971750591, -74.31476420738457]",Baja California,True,location_AKGABKEOOA
Germany,"[-157.76446421430953, 1.8496545871739016]",California,True,location_5WUNSZK4LX
France,"[138.25724314915243, 62.470204888702085]",London,False,location_DCELRK71M4
USA,"[107.9387719553979, -87.68748743980844]",Bavaria,True,location_C75IJXFDJ3
Germany,"[-106.0360964377865, -66.77055902387053]",Baja California,True,location_8PNLD5OETX
Mexico,"[140.73813652698163, 39.2274797003613]",Bavaria,True,location_IKTC57AJ89
USA,"[-173.36720088422933, -70.19565799815653]",California,True,location_P0S55X10RF
France,"[107.33473086896515, 56.498833468636406]",Ontario,True,location_9COC9174MZ
Mexico,"[-129.76145905572952, 66.01348951498329]",London,False,location_Q8GLL9577J
Canada,"[-74.64648902956529, -84.95711197937808]",London,True,location_G0HWVDFZ1O
UK,"[2.720521012141859, 3.239675027745676]",California,True,location_URN7P6E5KJ
France,"[-176.4131466302285, 28.99158550652095]",Bavaria,False,location_7X0MST2S2Z
France,"[139.57846708307642, 8.53022068955839]",California,False,location_NQA74ILY53
France,"[92.96561368985249, 85.94358051093153]",California,True,location_HTE2YDPL1I
Mexico,"[-148.53372763227568, 3.2346492509543623]",Île-de-France,True,location_S4TXMPKWNE
USA,"[-99.26183354002012, -49.26270164356719]",Baja California,False,location_4Q48B9EDO5
France,"[30.54971681993331, -70.95468800955476]",Baja California,False,location_QYI9R2L6PA
UK,"[-105.1248359817119, -82.68946290500823]",Ontario,True,location_ODBBBW9FP6
Mexico,"[-30.622480204904463, -50.57293583739087]",California,False,location_O3A5SA1HIV
France,"[36.700978220135795, -31.229641363053737]",Île-de-France,False,location_PMQ67LGKKG
USA,"[-76.88159800985758, 66.24700206589662]",California,True,location_DDT0IFQE5Z
France,"[170.9922588869959, 52.18191810688134]",Île-de-France,True,location_UVFGDOQQKK
Canada,"[-105.20666518894582, -47.941765355399276]",California,True,location_BVP9MBHX37
UK,"[-60.96819785259687, -16.01319172955364]",California,False,location_XVYJ0H1Z42
USA,"[85.2721921639997, -24.73580173032724]",London,True,location_IRFL1LXBOH
Germany,"[-99.94254531352696, 35.017141563712556]",Ontario,True,location_76C14JVBOF
USA,"[-158.80643155570556, -61.45065183863227]",Bavaria,False,location_M1XX87XFTR
France,"[-51.089652278227874, -9.706239387099558]",Bavaria,True,location_YO8ZN7RCBM
France,"[-172.5467902564367, 36.546506884294146]",California,True,location_4NXRCJV0JP
USA,"[144.907862397146, 35.57296902759643]",Île-de-France,True,location_7ED6CWSVRO
France,"[-161.502111196824, -14.38867873421772]",Île-de-France,False,location_ABPTA2O6N5
USA,"[122.33247820331337, -72.7968247291748]",Bavaria,False,location_VYFG5ULN0N
Mexico,"[-4.4443127099554545, 85.97862328602017]",Ontario,False,location_STE1ODANOR
USA,"[-159.4049343301514, -30.20444009771488]",California,False,location_7M7563GMFR
France,"[23.717905155523397, -14.317111774043312]",Baja California,True,location_15HSYN8DPR
France,"[50.02539043771364, -59.561393909064094]",Ontario,True,location_8YX0D15SO9
Germany,"[-114.04471082371253, -40.21315950244405]",London,False,location_LREBZHH8RM
France,"[-59.5549080015369, -5.714029153475963]",Bavaria,True,location_AS1CIMGG9X
France,"[95.09258634991761, -3.0703641628046654]",London,True,location_OFJOP3S1ZB
Germany,"[92.75463937063705, -44.500787733422094]",California,False,location_VRWSOW6AKF
USA,"[-142.36418855885628, -6.415206625958007]",California,True,location_WVAXB8AGY5
UK,"[175.41530006443998, -45.626421586157946]",Baja California,False,location_VANHDP36LN
Canada,"[10.717283498899064, 21.30496776057602]",Bavaria,False,location_W6YYJO4KMO
Mexico,"[11.434053400687475, 12.670225123739499]",California,False,location_P2O2XF4H8R
Canada,"[55.81785283551392, 68.05220525686315]",London,False,location_AARXP8NWCD
UK,"[156.5150820009698, -15.326611728001794]",Ontario,False,location_A5YPYGV5IT
France,"[126.31694575173185, 59.17271180970036]",Bavaria,True,location_MJ9A4PP9KD
France,"[81.57421118156458, 60.3512289182425]",Ontario,False,location_OFZ6V31R1C
UK,"[165.19668780094577, -47.49097725215622]",London,False,location_T5RAZ35WMF
Mexico,"[-30.584205170345427, 62.2068129032327]",California,True,location_4EMFYHUWO9
France,"[-154.65557682575934, -36.150804085007934]",Baja California,False,location_VJBFCZECT6
Germany,"[-58.348226355752374, -21.064079348855586]",Île-de-France,False,location_NCXMCWW0P5
Canada,"[9.372646533197837, 57.519453716632796]",Île-de-France,True,location_G0NNWBTM7W
USA,"[54.50198479666287, 23.520681826726303]",Bavaria,True,location_F2JP71HLOW
UK,"[128.30940472530182, -88.59041783124655]",California,False,location_TB95P1KC03
Mexico,"[27.265279756670964, 6.696575192003408]",Île-de-France,True,location_FJ0ZA1U35I
Germany,"[-134.27142847091153, 22.87709852720377]",Bavaria,True,location_FL45C9RFKN
USA,"[63.04159425081127, 84.87944702247884]",Île-de-France,False,location_8MK5YERQS9
Germany,"[-169.18530847709968, -45.096762233377284]",Ontario,False,location_NCEKZDW108
USA,"[64.43446707430465, -17.916359161490334]",Ontario,True,location_HIYFQ8PTA8
Canada,"[-125.50988479729416, -2.187871043677731]",London,False,location_JZ5BNTATO2
Germany,"[66.83519814206434, 88.3790651108358]",California,False,location_9C9Z0SRNGT
USA,"[-170.4702637596235, 10.40495617656002]",California,True,location_I264CBARLT
USA,"[121.2658560493901, 60.10166934883202]",California,True,location_F092G8GD8K
Germany,"[-123.48020073055628, 83.282509413383]",Île-de-France,False,location_HSL4O11TWT
France,"[-93.82578264943938, -70.12704716380706]",California,False,location_JJBPRQFVA1
France,"[-51.85987568265563, 33.628399888021036]",Ontario,False,location_QJOFWFOIAB
USA,"[-76.0585489351367, -58.12931364322179]",Île-de-France,False,location_RA2O1N23HO
France,"[-154.3011016464446, 22.97762903142531]",California,True,location_B574F8ZUSN
Germany,"[-153.56137355870578, 30.158560642234946]",Ontario,True,location_V92JQT6CNM
Mexico,"[125.80115718304745, 52.11306350196841]",Bavaria,False,location_61VGVTG8G4
UK,"[-78.56875680984976, 11.00194705430836]",Île-de-France,False,location_0JLUXNHKWQ
UK,"[127.74678226608091, 16.407305045879113]",Île-de-France,True,location_6ZOX5BD6D2
