fecha,texto,hashtags,links,id,topic,mentions,ubicacion
2023-06-26,Tweet 938,"['hashtag_34FXHWKDH1', 'hashtag_3G10G2ZQ6V']",['link_EX0E9LFLVZ'],tweet_UIZUTP9LQE,technology,"['user_6PJF54A2QK', 'user_311MEMZ41L', 'user_Z43NEURXT0']",location_GKKR5E885Y
2022-03-02,Tweet 939,"['hashtag_4VHDCHT8H9', 'hashtag_EF4LODWPGC', 'hashtag_D8IM6OW2CS', 'hashtag_L82CUH6HAL']",['link_EWEZJT4RWB'],tweet_3TXB7Z64MA,sports,"['user_GY3O13UVRT', 'user_79V8RA5PG6', 'user_88E9B86L3A']",location_W4FGY0J201
2022-06-05,Tweet 940,['hashtag_OR0T49THT1'],['link_KSROJCM47Q'],tweet_KQYJ27CZHK,sports,['user_LLB3QQR6LX'],location_1BB8AJ9IYJ
2020-11-10,Tweet 941,['hashtag_ZXM6UWIHAI'],"['link_C4Q6XB7PKG', 'link_01PYQ734Y8']",tweet_VE6AN6JVQA,technology,"['user_T1D8OHCBSB', 'user_JXQ4QVKZPY', 'user_J3LZFOZ8GH']",location_SYO1P914ZB
2023-06-18,Tweet 942,"['hashtag_T18L2MVMJI', 'hashtag_JG71F4CQAM', 'hashtag_JM8OCL7U3E', 'hashtag_GQ9LFGIJAE']","['link_4B1RWXG4Z0', 'link_UZ8WT2C99G', 'link_LRH57MQX3Y']",tweet_IUF9IT2RNN,entertainment,"['user_LEB3B8AMQZ', 'user_8H479B4TZV']",location_PDM9TZA92R
2021-09-01,Tweet 943,"['hashtag_22406D1HJ6', 'hashtag_N6AIUTLGSC', 'hashtag_AWMM3IXU5B', 'hashtag_NRMDL57ZZ1', 'hashtag_AW9E2XTA6V']",['link_R02NOU2Z4T'],tweet_CP54QMBGE7,sports,['user_CYXYEYDQ4U'],location_UDE2F7HHNB
2022-10-21,Tweet 944,"['hashtag_N8DFOMRJ69', 'hashtag_H6198H337C', 'hashtag_RK66M3BKTC', 'hashtag_4HLUACZ2UE', 'hashtag_AXJHMNOYM2']","['link_OKL3WR2FBR', 'link_KXC54QU468', 'link_MHGF1K1DAS']",tweet_1HIUOUGLQ1,entertainment,"['user_2UERA2UAA7', 'user_U3XMJYNW5W']",location_T0R5F6TY3E
2020-02-28,Tweet 945,"['hashtag_4ZE5W6YEVG', 'hashtag_15X76IDKJN', 'hashtag_SB8K0UY8Y1', 'hashtag_QCV6TCH6Q7']","['link_2EX7XS678G', 'link_GOKQEIQVJV']",tweet_K2H9HGKL3U,politics,"['user_9N6OA0KZRF', 'user_ZQWW924SS1', 'user_ASYPH2XGH8']",location_H7NAGK17QI
2022-07-24,Tweet 946,"['hashtag_GJADZYA18K', 'hashtag_MI3JZM9B3P', 'hashtag_VW1ZL12V8T', 'hashtag_3T2DJGXGRI', 'hashtag_KGZD8WY3EL']","['link_BS07LGQA4J', 'link_DILYPCVQ8M']",tweet_JVC6LSV9JT,entertainment,['user_ABAT7KSUGZ'],location_PXJ86I080C
2023-04-26,Tweet 947,"['hashtag_ZS2WGJK5X7', 'hashtag_NUQPE5HT8P', 'hashtag_6L02F3ZA2V', 'hashtag_LIPAG254UE']","['link_Z5LWS0TBGA', 'link_R8KDJK0DQ5', 'link_6WX44ZEWVR']",tweet_IW747DP88D,entertainment,['user_7F2UQ4Z9VI'],location_W1II0S5NGE
2021-07-17,Tweet 948,"['hashtag_NZOY1ULYJD', 'hashtag_GQPXZH81PE', 'hashtag_OIPETWC774', 'hashtag_3TXW19XY3G', 'hashtag_6TWXEGBHUX']","['link_92943PWZ63', 'link_L9VK68JX0I']",tweet_8UVAJENE2M,technology,"['user_G4Q97ZLVC0', 'user_19XGE2WQ77', 'user_G5M2B1M099']",location_N8QYYIBWU1
2021-05-09,Tweet 949,"['hashtag_HCSAUE8FAF', 'hashtag_P1CU45871V', 'hashtag_LQDGX3MY3Y', 'hashtag_1WK15T1Q9J', 'hashtag_PYZI4RIGPP']","['link_BAU5RGQCP3', 'link_LAREMA2Z9M']",tweet_8FUVN6GE7D,politics,"['user_G89EF4515A', 'user_K6MASLLU7D']",location_VB4HLV7VJY
2021-01-14,Tweet 950,"['hashtag_OWAGHRQ2R5', 'hashtag_2CP3YTRDFJ', 'hashtag_MBX0P9G25A', 'hashtag_06B3JRF4XI']",['link_9TW3B5QF3P'],tweet_BWZ7BA6EZW,politics,"['user_X0XUDCT5I6', 'user_1MNACCLYTJ', 'user_MWQLAK3IDQ']",location_U7VOYW8C85
2023-10-02,Tweet 951,"['hashtag_AO33AI3RLO', 'hashtag_B37I998C0E', 'hashtag_YU71G1LL2S', 'hashtag_YSX6JCPLND', 'hashtag_9LIBY6ASLD']","['link_O3LNE6AUUO', 'link_HS9P7R3OQ3', 'link_2T1ZYLKPT4']",tweet_GGXJ3RBF0W,entertainment,"['user_S0GNCFFCAC', 'user_8B5OYUEW4U']",location_QYYDAMJ0KY
2020-09-09,Tweet 952,"['hashtag_9B53VO7SOM', 'hashtag_CMKI2NP64M', 'hashtag_FEMRTNKW5D']","['link_I06GV1VBUG', 'link_CER6XBOSL4']",tweet_4MW0A2HZXG,technology,"['user_EL9FQWXQ9Z', 'user_AGKSF0888U']",location_4B2P4WMNYC
2023-11-05,Tweet 953,"['hashtag_BQK2AIAFRN', 'hashtag_ZWMPJGODIH', 'hashtag_VQOEYCU5AP', 'hashtag_DU6KQO8G8C', 'hashtag_6O6H11PIFO']","['link_W7TYXMF0QP', 'link_LDMQRR8HIG']",tweet_80DRERN0VY,technology,"['user_Y6VX1XG35P', 'user_FMDOER8AC6']",location_UO9IGL0LKD
2021-10-24,Tweet 954,"['hashtag_9MQI6G3ZMX', 'hashtag_H5HVY3BJ88']","['link_C38O9KKKRC', 'link_F9SUIJBZTT', 'link_5UD0N1MZTC']",tweet_OJNIYL8LB9,politics,['user_P4BNXQNEZQ'],location_O5GG995R33
2023-11-06,Tweet 955,['hashtag_LDCW3Z70Q6'],"['link_UO41X0GSFO', 'link_T49JLKZ2D1', 'link_IIGOQSJJ3Y']",tweet_QNUKUFGN6E,entertainment,"['user_2X7LBATKA9', 'user_SODBKDMGN6']",location_EBA46JRB8H
2021-08-18,Tweet 956,"['hashtag_4QSBEASXJX', 'hashtag_IY7MTL4A5X', 'hashtag_YX6DN5JI26', 'hashtag_0UYKYT04WO']","['link_HLB4XR1X0E', 'link_L2NFC6K2EW']",tweet_WR4VBIGKVX,technology,['user_CSP198SL37'],location_7EDN3P8FRJ
2023-05-04,Tweet 957,"['hashtag_78OV3GX8AW', 'hashtag_4UQV8PAWP7', 'hashtag_B6W43WOHVX', 'hashtag_534UUKI9X6', 'hashtag_R61R2GFIC0']",['link_X0P8OHDQAX'],tweet_9T9L8NCHDT,entertainment,"['user_G39AD7CXK4', 'user_WMX7UMQQ7S']",location_559QJBSY17
2020-03-12,Tweet 958,"['hashtag_F4XFYSJSAO', 'hashtag_5ZYGB4GTQH', 'hashtag_1IGOQ4PZYT', 'hashtag_GHZADRBWMV']","['link_MX0MG3POA2', 'link_O48SY2JQP6']",tweet_OGO1GS404A,sports,['user_R4ZMWNCOEI'],location_NNOY23RQVE
2021-06-12,Tweet 959,"['hashtag_3B16QCCVNI', 'hashtag_HSFK98VQHV']","['link_VPL7JVSO5H', 'link_06CTVT7WCS']",tweet_GLN6AW6WNR,politics,"['user_SWT4XNHVX8', 'user_M47GF32G1P', 'user_UWGY7FM67Y']",location_Q270OARGKW
2023-06-09,Tweet 960,"['hashtag_LB1VB5VQM8', 'hashtag_8LES1IR6NS', 'hashtag_1MYP5WXZ2H', 'hashtag_W0AY43W4WV']","['link_L5LALH5BDG', 'link_9L1AUOLP15']",tweet_5EETWCKEV9,sports,"['user_M9U0OGR63A', 'user_5VWKPKRP04', 'user_8BBRNZEFZH']",location_2BD0CT0TJQ
2020-01-20,Tweet 961,['hashtag_A2CG7P6XJ2'],"['link_GZAAXF6VS4', 'link_LYOEAJACBK', 'link_82ODBJQ88D']",tweet_UFSRYPY668,technology,"['user_50EI82KQMP', 'user_C65T12NP68', 'user_A36R1G17PC']",location_SN7U80ARC9
2022-05-04,Tweet 962,"['hashtag_A8Y3N6T0YJ', 'hashtag_I8YDPTBWO6', 'hashtag_YJZ6O9MKGS', 'hashtag_DS72T77QMH']","['link_B52BQCS1ZG', 'link_EDKAHB4ZET', 'link_VYFULIWEK8']",tweet_5096ON2UEX,technology,"['user_HIIDJOXNHW', 'user_S9456I5MEK']",location_WANQD42145
2020-05-21,Tweet 963,"['hashtag_ADC5ZPUFK1', 'hashtag_E53MY9CEJA', 'hashtag_S8F4EB5738', 'hashtag_HUCTCK23Y2']","['link_MG6GNJ9E4J', 'link_TNBDVV602K', 'link_C8FE90QMZK']",tweet_0DYVKDO9ST,entertainment,"['user_5EI89H38DV', 'user_92GMPCLC3P', 'user_ST6YVBZ4EK']",location_X95VS372LL
2020-09-10,Tweet 964,"['hashtag_T584P28VH4', 'hashtag_FAWH6R0XTZ', 'hashtag_GWMX707UUU', 'hashtag_5VK8D195B7']","['link_2CBWEHJMOU', 'link_KW65JERGN3', 'link_AMRS0IVLDU']",tweet_E1X5J64ZPG,technology,"['user_UIFGCPOCIV', 'user_V4K11BAKRO']",location_BEYESCXSZO
2021-08-04,Tweet 965,"['hashtag_JIERA7MRUK', 'hashtag_KBE8KBXRYW', 'hashtag_4219Q2JLIH']","['link_E2KLLTZTAG', 'link_6RVNGR9J7Z']",tweet_ZQKWHZHZIM,sports,"['user_AC5NFRUAXS', 'user_OY9GIGD65V']",location_6MQTMRJGC2
2020-06-25,Tweet 966,"['hashtag_VM7UFY4LX6', 'hashtag_K5DSX12R0P', 'hashtag_UINYIQT77G']",['link_QCXOLPGXC3'],tweet_ME8BVT4TE9,entertainment,"['user_U033DDVWKZ', 'user_ODZQT466VY', 'user_28NTW0HTQX']",location_06M28B2NE9
2020-05-17,Tweet 967,"['hashtag_TKRYTOQX72', 'hashtag_X37CGPRHMA', 'hashtag_XI7RIM652X', 'hashtag_487HU00SA3']","['link_QXB809JXB6', 'link_8VKFBSE3XZ', 'link_C1OC39SAHC']",tweet_GE0HSLNVC8,sports,"['user_PEOI0J10K9', 'user_HHL8VHGTHB', 'user_OVCLAJHJ9W']",location_2MWUVXTNDW
2021-10-05,Tweet 968,"['hashtag_D4JOJ0YLI1', 'hashtag_AJL4F3QG6L', 'hashtag_G83O1E2TIS', 'hashtag_A6FCAS8QSJ', 'hashtag_YDMUKDIUIN']","['link_NLXSATSBE6', 'link_MND74M9PS6', 'link_JXR3G2AS1A']",tweet_LKTWX8IG2B,technology,"['user_2V9HAVX9IX', 'user_VKETT5XHK4']",location_UPA1FZRXJX
2023-07-22,Tweet 969,"['hashtag_52PLWFD0Z5', 'hashtag_A45RWJZQO3']","['link_GFTBQCUAAI', 'link_GG7FZBDB96']",tweet_A7NYM0K2NL,entertainment,"['user_FBSZRM2T49', 'user_VPSAUWVUMW', 'user_9YQR9HFPNZ']",location_2IL1EA4NJ0
2020-12-14,Tweet 970,"['hashtag_UO98HS6GLW', 'hashtag_4C166QMVDN', 'hashtag_R11H0YUBNY', 'hashtag_L1MB1P0BT2']","['link_WMQI51ZV2C', 'link_3L2H3DFHW1', 'link_ZVMLM33CUS']",tweet_JQEKUP2C3L,technology,"['user_QDVSJNBRTV', 'user_M33WO4YGXT']",location_X07VQFA9WV
2022-09-09,Tweet 971,['hashtag_VU5JNRXWNM'],['link_1Z3YG92KPR'],tweet_WOICVOE1UI,politics,"['user_DWZFI1IHIP', 'user_XZAEXF9USE', 'user_51I1RZFLQ8']",location_GZFRA4D0FG
2023-06-27,Tweet 972,"['hashtag_QB4ZHZD89Y', 'hashtag_9AYSLEOKNG', 'hashtag_42SAQIJ9RX', 'hashtag_TSUUX5QMEC', 'hashtag_8SDW3F6EOH']","['link_FM4F5ENW9F', 'link_HOL1V85A0A', 'link_U950O88MP8']",tweet_RRZUSI63E1,politics,"['user_CW1IYZOV2T', 'user_B0J7ZW9SZR', 'user_SBMM3LDQLZ']",location_P4WLB1IA19
2023-11-25,Tweet 973,"['hashtag_USAVZ2DXEK', 'hashtag_BF2Y00H7F1', 'hashtag_WYRSO9YPRH', 'hashtag_DZI5V826N4']",['link_PSGVOAW0A2'],tweet_AXMZJN5K5R,sports,"['user_XXXRCMS42D', 'user_GS51KS2JNB']",location_Y7X4DTIL6C
2021-12-03,Tweet 974,"['hashtag_JC2SY9ARR7', 'hashtag_NLS8N0ISFI', 'hashtag_BCJZ4HVMN2']",['link_5ZIVGJF6RL'],tweet_BMECYFG826,politics,"['user_WW19TDW9AS', 'user_L2650RKJGQ']",location_VQCW5HX330
2022-01-27,Tweet 975,"['hashtag_ZR6KC9KBZW', 'hashtag_MDYRYGSULU', 'hashtag_F59IXZHI89', 'hashtag_ZO5CEIJTLE']","['link_3TJW5CFC5G', 'link_HUC8Y61IH9']",tweet_WJ2O0CV14M,sports,"['user_3SU6NTJHD8', 'user_EDAUC6NOOT']",location_04LM1JWA6C
2021-12-20,Tweet 976,"['hashtag_TTQPN831EF', 'hashtag_FCS26ONP17', 'hashtag_HHFL3YUVS2']",['link_NUA339I1HE'],tweet_IZMFN90LU0,sports,"['user_XYCHLCD02E', 'user_633FS0UL2L']",location_RY8VP54PPY
2022-05-09,Tweet 977,"['hashtag_B8JANPFM2F', 'hashtag_H5L3JCXA8O', 'hashtag_MN5Y1NXL9O']","['link_SHC32E6LSI', 'link_UEB1HO28LF']",tweet_VXY653I6ZR,technology,"['user_YYPWN30CPN', 'user_SL0DWPXF18']",location_JSZ8DIWN8I
2020-07-23,Tweet 978,"['hashtag_9PJ1ZVTEW1', 'hashtag_ZNKU5CFUZR', 'hashtag_B1VZDBMGTI', 'hashtag_GWRYNBZNXH']","['link_59MV9VCIKV', 'link_OXMGY4OSSG']",tweet_8OTPEWZBA8,technology,['user_V6MP5YSBTU'],location_JFHEOFTERN
2020-09-23,Tweet 979,['hashtag_3DE6BLZ5N6'],['link_03BF4ROM43'],tweet_9F20PQHWBY,politics,['user_FTIENTA1LQ'],location_Z34EJ5FITL
2023-07-13,Tweet 980,"['hashtag_F50XNKZFK0', 'hashtag_BF4T0DLZ3A', 'hashtag_H98T4Q4X4I', 'hashtag_PWH4KXJWIW']","['link_BW4SY3TJXS', 'link_Y3L8XWVFA3']",tweet_8T1QNERP8Y,sports,['user_Q8RL2ZD4ZA'],location_7PS4LQOH9A
2021-11-23,Tweet 981,"['hashtag_4HYIP9E59C', 'hashtag_67MIUSZ05I', 'hashtag_JRLJLPS97W', 'hashtag_NUWEADCWBF', 'hashtag_INZIGYICL6']",['link_4VL9QIY7L2'],tweet_HE934X3PG9,politics,['user_73UI8Z7DO9'],location_2U2Z5S0165
2021-06-11,Tweet 982,['hashtag_8AAA85D2XF'],['link_4MRUQ68CCO'],tweet_FJZK1ALFDF,technology,['user_7Q4GR5DFU4'],location_5VNF6U9X4O
2023-12-09,Tweet 983,"['hashtag_L26GPC7TG3', 'hashtag_4IH01QBGSO', 'hashtag_N3YF00TPSS', 'hashtag_3WP4DJ7J6C', 'hashtag_KUHNO7XJIX']","['link_EC7FYTV6TN', 'link_EGHRLLNY9T']",tweet_I4E10H7RA5,politics,"['user_DIVD67HRXK', 'user_N5C3BT2IV9', 'user_KKCPCZGS2L']",location_3LKIPWWWH4
2020-08-25,Tweet 984,"['hashtag_ZDHSHA4Q48', 'hashtag_8U8HIDIOXI', 'hashtag_4K5PTDRVPP', 'hashtag_YEMSSAJ86C', 'hashtag_IE5B1JYNTJ']","['link_BC8U8K4K8Y', 'link_XZ1MZBFGP3', 'link_WZSVKKI1T1']",tweet_G38411SSKL,entertainment,"['user_9JUGMLU4V8', 'user_9K9IVPP7MC', 'user_2LSDWYNPC8']",location_8PJUPAZL9U
2020-09-22,Tweet 985,"['hashtag_JKS4JFRX7E', 'hashtag_TREITPEBIZ', 'hashtag_JZWPE2YBOX', 'hashtag_Y3WB5L3XTK', 'hashtag_5ZP8G8EUC1']","['link_DWCUA90EJC', 'link_56SKI3QFQE', 'link_Y5E6EN2KKG']",tweet_J1MK5RIVPZ,politics,"['user_ZHI11WNDYN', 'user_SF67J7SMB7', 'user_JCU3A8D2BU']",location_R5CVY4X0W3
2020-02-11,Tweet 986,"['hashtag_ZAIPALJCKA', 'hashtag_37G486ZEQ4', 'hashtag_6YNK6AOB2W']","['link_IVUUM0SYZN', 'link_0653AE2K59']",tweet_AYHJ4A5I4E,technology,['user_B6Z0SXT8B2'],location_5KZ1TK5RD1
2020-12-23,Tweet 987,['hashtag_2SAS73NZZ3'],"['link_8STGNAACCS', 'link_IFCXDJUXJO']",tweet_V6S2ICK8EA,entertainment,"['user_J1QS5HSXSP', 'user_AHQS63H97K']",location_RL4YAQAHF5
2021-10-09,Tweet 988,"['hashtag_Q2Y9W9XZVT', 'hashtag_TSKJCIEIJE', 'hashtag_Z4JTW8SV8V']",['link_F9XIEUGFF4'],tweet_WKNGP4EOBT,entertainment,"['user_WL7BI8R2G9', 'user_RBTRFNS3M9', 'user_XG318KCQN9']",location_AS9NN8CDHY
2023-11-11,Tweet 989,"['hashtag_LFFVSF6KSK', 'hashtag_J0OJP7UGQ6', 'hashtag_C0GW8O5AWI', 'hashtag_PHPC3WQ1M6']","['link_B5XVGCDWAE', 'link_LOI9C76Z7L', 'link_N4C0AM03VN']",tweet_R6028J3NX1,technology,"['user_HXAZC5SN76', 'user_QTHZHMWTUK']",location_41ER08B0LA
2022-02-04,Tweet 990,"['hashtag_BL7G5BAE2Y', 'hashtag_4K4LLG030N', 'hashtag_KD0RJ28RMG']","['link_UMB15JIP33', 'link_AF42T2H515']",tweet_K0J1NMA0L4,technology,"['user_BZIBIDWZRE', 'user_N5HGD0AO6X']",location_4HAWMZDEOZ
2020-09-22,Tweet 991,"['hashtag_MSN2S4IAQP', 'hashtag_LFSTSS0FVE', 'hashtag_AJX2JQWI6T', 'hashtag_SF2SFGH3ST', 'hashtag_BZ6VUELCHC']",['link_3SEJ71DQMB'],tweet_7JPJ6XDRGQ,technology,"['user_M6BK4FDV06', 'user_VF46RIM0RZ', 'user_0WJDHV975N']",location_ZZP03NA7DE
2023-11-27,Tweet 992,['hashtag_J961QE7KPH'],"['link_LPZMEPWGCN', 'link_BFDHP829R0', 'link_O15DOREHFP']",tweet_CK7BFVQKN0,politics,['user_N228RGSTXE'],location_PDQOBII23O
2023-10-21,Tweet 993,"['hashtag_KDVV8FVVKP', 'hashtag_AG7CEYDQME', 'hashtag_8BQ96LFVQC', 'hashtag_H5ZMML8MZJ', 'hashtag_BCFUGTJNZL']",['link_CM0DCUUYWR'],tweet_P4OLG9FGSS,sports,"['user_3D3MPTPCRQ', 'user_RUADEMORB3']",location_KEOJD55GZQ
2022-12-22,Tweet 994,['hashtag_VYU1TCRGRH'],"['link_1FND3UAQ83', 'link_U9WCP3I805']",tweet_3UPYIHVZRT,entertainment,"['user_3IO3LPMT27', 'user_RIGXLTGFNN', 'user_ET7YRWZY0Q']",location_HQX3WQC6GF
2020-08-18,Tweet 995,"['hashtag_W4WTRBF52P', 'hashtag_GMPHK7WQCM', 'hashtag_8BP3NDOQ3T', 'hashtag_641I9R0M0K', 'hashtag_39T5ZW2LCL']",['link_0UDE6GKE33'],tweet_QBCC5PAL34,technology,['user_7G3A1QF7QZ'],location_CD92T18T26
2021-08-21,Tweet 996,['hashtag_U3K8OX0YI6'],"['link_PZ62A9EBUK', 'link_BN35V449NX']",tweet_ML50LJA7WA,entertainment,"['user_8VYWS0O2VY', 'user_OFH98FDNIW']",location_9UMI423E7Y
2023-05-26,Tweet 997,['hashtag_VM2DT9QSFQ'],"['link_6SV0KOZZB1', 'link_E4NPMM6G3L']",tweet_M20CI3WH6I,entertainment,"['user_6C4Q8UTOEL', 'user_AVLBEBHWN8', 'user_65NRAPCOG7']",location_1A4JPSY27I
2023-03-02,Tweet 998,"['hashtag_S2ARF7U97X', 'hashtag_9OIB4S5TU0', 'hashtag_MH7BGN69PK', 'hashtag_EW6UDW5IJU', 'hashtag_HZEADBXY1G']","['link_ZQ74KU2X64', 'link_LIHN8Z6QFC']",tweet_X6VHDEOIMC,technology,"['user_X0VZJBFJA0', 'user_ZQX5MAKFWY']",location_JZ4MLFU57J
2021-03-19,Tweet 999,"['hashtag_7ORFU2YUWV', 'hashtag_Y6CBZFEHFN', 'hashtag_VRU0NC85PY', 'hashtag_9T6UKDUS3M']","['link_CDANMSP2M1', 'link_8L56BM9IUF']",tweet_DJ31GT5WFB,politics,"['user_1HJXPLGEOH', 'user_LCSX9QCXZJ', 'user_554B2CYFI2']",location_AWGQD8OYSX
2022-11-21,Tweet 1000,"['hashtag_0HD7YUXOAS', 'hashtag_5D9GWXTRVX']","['link_03TS3QQ3PU', 'link_34QZKB7IOU', 'link_ZZDF33CT0Q']",tweet_T2BHRESCJ4,sports,['user_DNE7WNY1DD'],location_RXFUR41NO1
2022-07-27,Tweet 1001,"['hashtag_P8R8CYOOA9', 'hashtag_59DPD8LDWX', 'hashtag_Y3WBRUT0FZ', 'hashtag_O23CLMHVA0', 'hashtag_J4ERY98CMO']",['link_4O4RTNYIM5'],tweet_AVC6PHTCLS,technology,"['user_9Z2RLZL2RH', 'user_E5SPJVU7ZY', 'user_LD9LBU122I']",location_IBEGMRCB2A
2021-10-08,Tweet 1002,"['hashtag_39FS7J9683', 'hashtag_7UVVA3LR5D']",['link_WNN5FVMV9F'],tweet_DQ9QSKHIEC,politics,"['user_MGOF2IL69V', 'user_03H46FO992', 'user_PYY5YK1C13']",location_AC7QM57MGF
2021-11-25,Tweet 1003,"['hashtag_I0GGVIO1G6', 'hashtag_3ZYKS5ZD3E', 'hashtag_GM1FLARSHE', 'hashtag_CKHKZU6PDR', 'hashtag_CQ1J830KLU']",['link_W5ASVOHTDN'],tweet_2ZXFV09ZAM,sports,['user_UW8DNI0C1V'],location_NEWJQAJX9F
2020-06-16,Tweet 1004,"['hashtag_IKRNQZB58P', 'hashtag_WT287XP4NU', 'hashtag_94A2F6RUYI', 'hashtag_EBW3DX7RNI', 'hashtag_YENRSJZUTB']","['link_UWQGGEA71D', 'link_SUE0YFXZH3', 'link_0D38HILMLA']",tweet_20HI7Z3EFC,technology,"['user_XT8IZXE4ZE', 'user_CVYDHF4C00']",location_09IX5892ND
2021-03-01,Tweet 1005,"['hashtag_KG00UJXUGY', 'hashtag_DFI6TH4H8H']","['link_VYMJ8DN7CY', 'link_6I4HKME9CT', 'link_S7FKUXQBNX']",tweet_1N01OOZDDY,sports,['user_KNMURBIRAE'],location_XBUI1ILQWO
2020-06-16,Tweet 1006,"['hashtag_F178LNAX8C', 'hashtag_FDLGALMVM2', 'hashtag_FIV4VLHL7U', 'hashtag_D0ZKAOKVUN']","['link_RIYK7J79XB', 'link_DMUE2U84IW', 'link_9MX4SQFQLY']",tweet_NTINAYPCHV,sports,['user_6M53QQE4X0'],location_ORW7TOERDG
2023-06-25,Tweet 1007,"['hashtag_7J2H5SP6KL', 'hashtag_1QCJM6HZRT', 'hashtag_DW8EV5KG9V', 'hashtag_L7EVJJ283U']","['link_LPUQKPQERP', 'link_3Z6CEBT7WL', 'link_1GWSNFTS50']",tweet_1HIJD1SI7U,sports,"['user_GNWIR84NCO', 'user_O1ZH1D63AJ', 'user_QY506ABUNP']",location_BVE8DETRI1
2023-01-16,Tweet 1008,"['hashtag_IVTR2DLYUV', 'hashtag_244WGT0IQN', 'hashtag_C9R8NTCBY5', 'hashtag_5RVK9FOLMB']","['link_42OJYWMAWS', 'link_UNL95SDT6P']",tweet_N6ZNMNL0MA,politics,"['user_YXEP8NZV4D', 'user_Y0MADEJ6MI', 'user_HTYM8ZDTOB']",location_3GE4AYZMPR
2020-08-25,Tweet 1009,"['hashtag_JISSB9OL2Q', 'hashtag_MPJYD2LZL6', 'hashtag_U97YH3KPZR', 'hashtag_2AA9TDKJE9', 'hashtag_AV9MFAS10W']",['link_1BT1H9GR4R'],tweet_0FJB3TL219,entertainment,"['user_7EK4WUR3BF', 'user_KMSK95QK3P']",location_ELBD9QZ688
2022-11-14,Tweet 1010,"['hashtag_RIVK3VVHPP', 'hashtag_1IPYKCCXGU', 'hashtag_SCN46TT254']",['link_0PDXASG768'],tweet_2O9VTAAQ79,sports,"['user_RJ6MEC3MMJ', 'user_NRSDQWBJ37', 'user_M6GTNQXPXV']",location_J5VOVTOFEU
2021-09-09,Tweet 1011,"['hashtag_E1KA3YCFFY', 'hashtag_DNUIP88V4G']","['link_RJK1L2IWDB', 'link_GB8K89CV9U', 'link_20UWLWB9EI']",tweet_CSSIQ96N6Z,technology,"['user_I2RPFTQUZT', 'user_5ENLKWJML4', 'user_XKWZUEUR4E']",location_TGEIPR93T8
2022-01-02,Tweet 1012,"['hashtag_FCCUD80A3O', 'hashtag_2AIP70QAF7', 'hashtag_5WMVBTWCUV', 'hashtag_LUNMUYKKDB', 'hashtag_9UHGQBTBBB']",['link_MA1VHB5R8Q'],tweet_FBT3RWNEDE,technology,"['user_1TW1219VOO', 'user_RWLIOXI7XD', 'user_PCUX5ARTKS']",location_NC6D2X7WOC
2022-08-08,Tweet 1013,"['hashtag_Z5S1D557IU', 'hashtag_VCSEDF0E67', 'hashtag_K8Z6TGYB57', 'hashtag_78QQD1XBHO']","['link_YAK33J7629', 'link_90GYNLEKXS']",tweet_2TA29DE4PB,entertainment,['user_2IPZCQ4KB6'],location_6Q9OWMF9AT
2022-07-03,Tweet 1014,"['hashtag_27HE83GJDC', 'hashtag_6P7S7R6UK8']",['link_I904GLOX5S'],tweet_TC62GHKB1I,entertainment,"['user_7A9AIFTQPJ', 'user_Y3KUO65DPZ', 'user_GMKO65TJFC']",location_C4VZW7KH6X
2020-01-16,Tweet 1015,"['hashtag_KFNW8QPZDX', 'hashtag_CS9MGU704F']","['link_R558HSG1PY', 'link_B1YIP35L22', 'link_S0YH29XOS8']",tweet_0W9F8VGP3E,entertainment,['user_FZZW5YAJ0C'],location_VKW3HO69AK
2023-02-06,Tweet 1016,"['hashtag_CXXF6P0BUI', 'hashtag_FIJPUGVMP3', 'hashtag_YZ3DE0Q9ZR', 'hashtag_HT496II0B9', 'hashtag_4HDMMVQPGX']","['link_UIDBXNBCTP', 'link_6LV7UGA5SO', 'link_5Z2CNMX1XS']",tweet_LIKN9O2Y4X,politics,"['user_G934NP9TXX', 'user_WQK1456G58', 'user_8732TGG7WA']",location_CP4HP391KT
2020-03-09,Tweet 1017,"['hashtag_GTPHR2C3LB', 'hashtag_K1HSYG56B5', 'hashtag_99M9ZEDI3Z']","['link_JA0UI6SOQS', 'link_FQ2SEAWCVX', 'link_49Z8PUTMB0']",tweet_R7J02DQH2G,politics,"['user_K3AMKHPX2Y', 'user_NCGLJJZGGW', 'user_O8LULUXPK0']",location_GQ9Y5Q3AG8
2023-03-06,Tweet 1018,"['hashtag_VQMQR8HDIN', 'hashtag_DRBSPLSFTS', 'hashtag_P1BBZZQUCG']","['link_59MN0VO16I', 'link_X309C0GWDX']",tweet_Y4TBCVMMFH,entertainment,"['user_NOJE3RIPAF', 'user_UEIAP67M0V', 'user_5YL39QK2JK']",location_0QPSXT4GCZ
2023-07-11,Tweet 1019,['hashtag_835C7Q9H2A'],"['link_XO1BPIIXOK', 'link_W228FUADI5', 'link_3GNSX4PV80']",tweet_71HIXOGPDK,sports,"['user_N87LMGXG4H', 'user_5R2UNUKABB']",location_NF5P10AVFQ
2023-11-20,Tweet 1020,"['hashtag_9YN2UZT1LH', 'hashtag_Z5TFO1BGU7', 'hashtag_0I91PWYHF0']","['link_D0NB7OPPGW', 'link_C2QZ7BTC5V']",tweet_69Z6UV78TE,technology,['user_E8MDG9U9A1'],location_KCAF5GM5W7
